"770698","Adam Oval","279-53-9019","869111.07","2021-03-06 10:07:36","3023.16","2021-06-04 13:56:40"
"642243","Martin Viaduct","551-26-8286","732785.56","2021-02-26 13:40:16","5946.75","2021-09-20 14:08:55"
"327190","Wiggins Ridge","110-73-8779","330673.40","2020-08-04 00:10:19","2420.62","2021-10-23 14:31:26"
"395936","Adam Oval","817-59-8318","943471.12","2020-07-20 21:30:04","1900.04","2021-06-01 09:58:28"
"369283","Karen Springs","596-07-4597","599684.18","2021-01-01 17:15:02","977.03","2022-01-29 05:16:17"
"870077","Michael Walks","261-67-8288","741689.13","2020-04-27 00:40:08","7227.47","2021-04-27 07:09:29"
"109203","Kenneth Islands","626-24-2892","744085.49","2020-04-29 03:26:44","2664.72","2022-01-24 03:57:05"
"499943","Kenneth Islands","355-99-9933","599825.33","2020-05-09 04:39:10","7668.21","2022-02-15 20:52:37"
"352483","Wright Haven","716-49-5438","861148.62","2020-12-27 05:09:25","7604.14","2022-03-01 00:12:35"
"524835","Michael Walks","432-27-0455","606089.91","2021-02-12 21:22:28","6380.25","2022-02-18 23:48:10"
"475535","Terry Fields","436-49-3030","503319.24","2020-10-28 22:39:12","4385.07","2021-05-18 18:02:02"
"161724","Kenneth Islands","355-99-9933","885491.36","2020-10-31 21:11:00","6844.96","2021-09-10 22:08:53"
"915049","Jacob Falls","551-26-8286","560474.98","2020-04-13 09:01:31","363.83","2022-01-25 14:39:08"
"752490","Wright Haven","792-24-5416","820941.50","2021-01-24 15:19:00","8915.20","2021-12-08 13:28:23"
"321188","Martin Viaduct","355-99-9933","665297.90","2020-10-09 13:56:47","3823.50","2021-08-30 12:13:07"
"392556","Christine Place","381-18-4670","891791.64","2021-03-11 01:36:52","561.59","2021-06-19 06:05:44"
"491008","Rebecca Forge","855-23-6809","212566.77","2020-10-23 05:57:48","2581.46","2021-05-27 13:58:35"
"624173","Wright Haven","013-48-0412","536668.82","2020-05-05 16:04:45","5721.33","2021-05-28 17:32:50"
"264487","Michael Walks","274-03-6560","259269.64","2020-12-06 21:28:41","682.92","2021-09-14 13:56:25"
"659005","Jacob Falls","723-70-5479","401362.81","2020-06-05 02:58:05","2843.44","2021-11-26 06:50:36"
"648721","Terry Fields","258-06-1908","401116.00","2021-01-11 07:41:19","2746.59","2021-06-23 05:17:30"
"141149","Christine Place","723-70-5479","866387.84","2020-06-18 11:16:11","2804.18","2022-03-21 04:57:17"
"111974","Wiggins Ridge","041-49-9514","587496.08","2020-05-12 03:12:05","7535.60","2021-10-30 23:44:42"
"775573","Jacob Falls","508-30-3930","694125.10","2020-11-15 06:24:25","6182.54","2021-11-21 00:58:18"
"862599","Michael Walks","285-77-2982","162057.24","2020-11-22 03:06:38","6288.70","2022-02-10 17:32:06"
"319815","Joseph Land","092-58-2639","608616.58","2020-10-04 03:16:34","6182.45","2022-03-19 04:26:25"
"795194","Kelly Throughway","483-32-1546","103455.24","2020-11-04 05:05:56","1018.40","2021-05-13 20:14:18"
"204980","Adam Oval","655-27-2700","385924.32","2020-06-17 01:31:56","1074.86","2021-12-16 00:19:39"
"482916","Martin Viaduct","092-58-2639","716227.73","2020-09-23 04:59:59","3884.54","2021-06-18 16:05:47"
"858785","Terry Fields","067-53-7441","804669.70","2021-03-17 21:35:50","9398.73","2021-12-04 13:23:40"
"700843","Michael Walks","815-53-8855","179404.31","2020-04-20 00:56:19","3593.29","2022-02-28 07:52:21"
"915414","Ortega Garden","474-48-5190","469588.17","2020-08-24 16:37:59","6471.52","2022-02-18 22:54:54"
"119573","Karen Springs","291-58-4733","830115.68","2020-05-07 17:47:16","8364.32","2021-07-27 15:04:49"
"125485","Anne Via","256-21-3844","317682.95","2020-09-30 11:13:26","143.12","2021-06-02 22:46:36"
"172541","Karen Springs","041-49-9514","92375.04","2020-05-02 14:54:33","1785.05","2021-07-08 13:51:59"
"145331","Jerry Island","655-27-2700","84982.56","2021-01-31 01:03:05","4173.95","2021-05-21 22:01:58"
"391937","Michael Walks","154-77-3189","399219.88","2020-09-08 06:12:25","540.00","2021-08-29 11:40:23"
